AAPL,0.0
AMZN,0.0
GOOGL,0.0
FB,0.0
GM,0.0
AMD,0.0
MSFT,0.26327
MCD,0.0
MMM,0.0
SHLD,0.0
WMT,0.73673
INTC,0.0
