date,AAPL,AMZN,GOOGL,FB,GM,AMD,MSFT,MCD,MMM,SHLD,WMT,INTC
2017-05-19,152.34188069275,152.34188069275,959.84,964.07,148.24,32.227904103224,11.035,67.744452798582,146.41876655414,173.53580061327,7.85,78.062171212859
2017-05-18,151.92357793457,151.92357793457,958.49,954.65,148.06,32.032108817056,11.4,66.992286485551,146.37924465211,172.78953677314,7.84,78.28080491963
2017-05-17,149.64283194355,149.64283194355,944.52,950.5,147.66,31.787364709346,11.28,67.012080335894,145.25287044419,175.28362908094,7.72,77.058443740867
2017-05-16,154.84173765234,154.84173765234,966.07,942.17,144.85,31.738415887804,11.2,66.784451056951,144.6600419137,175.26399055883,7.96,74.653472966391
2017-05-15,155.07080821039,155.07080821039,957.97,964.61,149.78,32.717392318643,12.75,68.694557615041,145.52952375841,175.45055651886,8.32,74.643535070628
2017-05-12,155.46919178961,155.46919178961,961.35,959.22,150.19,33.108982890979,11.42,67.34625469337,144.5315957321,175.26399055883,8.31,75.81620677058
2017-05-11,153.32788005131,153.32788005131,947.62,955.14,150.33,32.913187604811,11.26,67.297046557543,143.62259198535,174.05622144914,9.49,75.239808816366
2017-05-10,152.01857223874,152.01857223874,948.95,955.89,150.04,33.392886055922,11.07,67.375779574867,142.48633730193,174.18387184285,10.16,75.657200438383
2017-05-09,152.71290213935,152.71290213935,952.82,954.84,150.29,33.510363227623,10.79,68.212317883933,142.79263204268,174.23296814812,11.24,76.223660496834
2017-05-08,151.76067827566,151.76067827566,949.04,956.71,150.48,33.539732520548,10.18,67.946593950465,142.63454443455,174.67483489557,10.52,75.739920131034
2017-05-05,147.75340284929,147.75340284929,934.15,958.69,151.06,33.255829355605,10.04,67.84817767881,142.51597872845,173.38851169745,10.55,75.147584989237
2017-05-04,145.34308619433,145.34308619433,937.53,950.28,150.24,33.060034069437,10.19,67.907227441803,142.23932541422,174.0660407102,10.76,75.522730579041
2017-05-03,145.86879311907,145.86879311907,941.03,954.72,150.85,32.453068682317,10.1,67.720236525659,141.73542116331,175.00868977142,10.38,75.364774541229
2017-05-02,146.31514805518,146.31514805518,946.68,948.45,151.8,32.776130904494,10.39,67.985960459127,140.91534169614,174.49808819659,10.43,74.792183904159
2017-05-01,145.41251918439,145.41251918439,948.43,937.09,152.78,32.502017503859,10.3,68.202476256767,139.54195560052,175.0970631209,10.71,74.555249847441
2017-04-28,142.48641460326,142.48641460326,924.99,932.82,152.46,33.480993934698,13.615,68.310734155587,139.46291179646,174.83194307244,10.22,74.268954528906
2017-04-27,142.62528058338,142.62528058338,918.76,924.52,150.25,33.911743564267,13.3,67.375779574867,138.25749378447,,10.22,74.219593267089
2017-04-26,142.48720812314,142.48720812314,909.29,891.44,147.7,33.813845921183,13.63,67.188788658723,139.18625848223,,10.46,74.476271828534
2017-04-25,143.36920547689,143.36920547689,907.62,889.14,146.56,33.657209692249,13.41,66.755757063442,139.15661705571,,10.83,74.466399576171
2017-04-24,142.47649560468,142.47649560468,907.41,888.84,146.49,33.275408884222,13.49,66.844331707931,140.0063379494,,11.28,74.091253986367
2017-04-21,141.1175927992,141.1175927992,898.53,878.93,145.47,33.197090769755,13.13,66.460508248477,132.62562274487,,12.45,73.824703172558
2017-04-20,141.28621577506,141.28621577506,902.06,858.95,143.68,33.04045454082,13.0,65.348404378778,131.81542375321,,13.39,73.982659210371
2017-04-19,139.54047202496,139.54047202496,899.2,860.08,143.8,33.383096291614,13.11,64.462657933885,131.67709709609,,13.64,73.844447677285
2017-04-18,140.05625995113,140.05625995113,903.78,856.51,142.27,33.079613598054,12.84,64.009943084273,131.05462713909,,13.96,73.123773254766
2017-04-17,140.68115686168,140.68115686168,901.99,853.99,140.96,32.98171595497,12.95,64.354400035065,130.71869097181,,13.99,72.946072712227
2017-04-13,139.90747497243,139.90747497243,884.67,855.13,141.42,33.187301005446,12.79,64.442974679554,129.78004579854,,13.47,72.551182617696
2017-04-12,140.65139986594,140.65139986594,896.23,840.18,139.39,32.688023025718,12.31,63.921368439784,129.19709774357,,13.04,72.215526037345
2017-04-11,140.48277689007,140.48277689007,902.36,841.46,139.58,33.22646006268,12.76,64.196934000417,129.69112151897,,13.35,72.50182135588
2017-04-10,142.01030267141,142.01030267141,907.04,839.88,139.92,33.206880534063,13.1,64.442974679554,129.63183866592,,13.24,72.491949103517
2017-04-07,142.17892564727,142.17892564727,894.88,841.7,141.04,33.255829355605,13.1,64.492182815382,128.42642065394,,11.92,72.126675766075
2017-04-06,142.49633360184,142.49633360184,898.28,842.1,140.78,33.001295483587,13.52,64.639807222864,128.40665970292,,11.34,71.968719728263
2017-04-05,142.85341755072,142.85341755072,909.28,845.095,141.17,33.441834877464,13.27,64.689015358691,128.59438873758,,11.65,70.517498630862
2017-04-04,143.59734244423,143.59734244423,906.83,848.91,141.85,33.28519864853,14.17,64.521707696878,128.85128110079,,11.39,70.734688182854
2017-04-03,142.53600959616,142.53600959616,891.51,852.57,141.73,33.549522284857,14.16,64.689015358691,127.74466784388,,11.36,71.090089267932
2017-03-31,142.49633360184,142.49633360184,886.54,856.75,142.28,33.451624641773,14.64,64.511866069713,128.06084306014,,11.76,70.912388725393
2017-03-30,142.7641465635,142.7641465635,876.34,847.8,142.05,34.616606594471,14.55,64.816956511842,128.06084306014,,11.49,71.159195034475
2017-03-29,142.95260753652,142.95260753652,874.32,849.48,142.41,34.665555416013,14.05,64.66933210436,127.77430927041,,11.75,70.675454668674
2017-03-28,142.63519958196,142.63519958196,856.0,849.87,142.65,34.792822352022,13.71,64.433133052389,127.30004644602,,11.5,69.836313217796
2017-03-27,139.73885199657,139.73885199657,846.82,840.63,141.76,34.812401880639,13.69,64.25598376341,127.90275545201,,11.3,69.421678618539
2017-03-24,139.50079603064,139.50079603064,845.61,838.51,140.32,33.980271914426,13.7,64.068992847266,127.94227735404,,9.43,68.770109962562
2017-03-23,139.77852799089,139.77852799089,847.38,835.14,140.34,33.8334254498,13.7,63.95089332128,127.79407022142,,8.5,68.720748700746
2017-03-22,140.27447791989,140.27447791989,848.06,839.65,139.53,33.539732520548,13.79,63.84263542246,127.45813405415,,8.19,68.967555009828
2017-03-21,138.70727614424,138.70727614424,843.2,849.8,139.59,33.666999456557,14.1,64.000101457108,127.55693880923,,7.98,69.352572851996
2017-03-20,140.31415391421,140.31415391421,856.97,850.14,138.51,33.823635685492,13.82,63.193088029538,126.98387122976,,9.1,69.007044019281
2017-03-17,138.85606112294,138.85606112294,852.31,867.91,139.94,34.959248345265,14.4,63.901685185453,127.24076359297,,9.18,69.086022038187
2017-03-16,139.55039102354,139.55039102354,853.42,872.37,139.84,35.566213732385,13.49,63.84263542246,127.10243693586,,9.05,68.997171766918
2017-03-15,139.3222540562,139.3222540562,852.97,870.0,139.99,36.300446055515,13.65,63.616277997654,126.45032555232,,8.96,69.540145646898
2017-03-14,137.86416126493,137.86416126493,852.53,868.39,139.72,36.310235819823,13.98,63.724535896474,126.35152079724,,8.76,69.678357179984
2017-03-13,138.07246023511,138.07246023511,854.59,865.91,139.32,36.182968883814,14.1,63.389920572848,126.27247699318,,8.8,69.816568713069
2017-03-10,138.01294624363,138.01294624363,852.46,864.58,139.6,36.094861005038,14.28,63.685169387812,126.08474795852,,9.22,69.056405281097
2017-03-09,137.55667230894,137.55667230894,853.0,861.405,138.79,36.055701947805,13.91,63.901685185453,126.45032555232,,9.23,69.204489066547
2017-03-08,137.87408026351,137.87408026351,850.5,857.84,138.24,36.055701947805,13.33,63.704852642143,126.60841316045,,8.01,68.967555009828
2017-03-07,138.38986818967,138.38986818967,846.02,853.64,137.72,36.486451577374,13.22,63.960734948446,126.55901078291,,7.49,68.908321495648
2017-03-06,138.21132621523,138.21132621523,846.61,851.15,137.3,36.360469141649,13.05,63.380078945682,126.5392498319,,7.43,68.477093200127
2017-03-03,138.64776215275,138.64776215275,849.88,847.27,137.42,36.738416448825,13.04,63.252137792531,126.49972792986,,7.52,68.486893843207
2017-03-02,137.83440426919,137.83440426919,848.91,849.08,137.17,37.048527059841,13.03,63.2324545382,126.37128174826,,7.62,68.633903489408
2017-03-01,138.65768115133,138.65768115133,853.08,849.85,136.76,36.593052099911,13.9,62.996255486229,126.69733744003,,7.77,69.349350434249
2017-02-28,135.8803615489,135.8803615489,845.04,856.75,137.42,36.2732505323,14.96,63.911526812618,127.50753643169,,7.66,69.045530498769
2017-02-27,135.82084755742,135.82084755742,848.64,844.93,135.54,35.701484093239,14.46,62.966730604732,126.12426986056,,7.84,69.51596136661
2017-02-24,135.55303459576,135.55303459576,845.24,849.67,136.41,36.118195226792,15.2,63.212771283869,125.47215847702,,8.04,70.309813456092
2017-02-23,135.42408761422,135.42408761422,852.19,847.81,135.44,35.759629832805,14.12,63.596594743323,126.17832555358,,7.74,70.946855256293
2017-02-22,135.99938953187,135.99938953187,855.61,851.0,135.36,36.098813313604,14.32,63.596594743323,125.80562626317,,7.91,69.888385803651
2017-02-21,135.59271059008,135.59271059008,856.44,851.36,136.12,36.670579752665,14.28,63.340712437021,125.39369546852,,8.33,70.280411526852
2017-02-17,134.62064872923,134.62064872923,845.07,849.27,133.72,36.641506882882,14.0,63.468653590172,125.58004511372,,8.06,70.025594806771
2017-02-16,134.24868628248,134.24868628248,844.14,846.55,133.53,36.069740443821,13.13,63.596594743323,125.3446560882,,7.54,67.987061046126
2017-02-15,134.41234975905,134.41234975905,842.7,842.17,133.84,35.88561226853,12.97,63.498178471668,124.26578972125,,7.39,67.497028892125
2017-02-14,133.92631882862,133.92631882862,836.39,837.32,133.44,35.934067051501,13.3,63.508020098834,124.05001644785,,7.58,67.320617316684
2017-02-13,132.21033207426,132.21033207426,836.53,840.03,133.85,36.08912235701,13.26,63.547386607496,123.39288875162,,7.1,67.291215387444
2017-02-10,131.04980924039,131.04980924039,827.46,838.96,134.05,34.422277822797,13.49,63.312605622493,123.12807609791,,6.4,66.418958153322
2017-02-09,131.34737919779,131.34737919779,821.36,834.85,134.19,34.083094341999,13.58,62.608262667483,123.40269662768,,6.96,66.663974230323
2017-02-08,130.40911308577,130.40911308577,819.71,830.06,134.14,33.99587573265,13.42,62.666957913734,122.08844123521,,5.54,67.702842396805
2017-02-07,129.9054123309,129.9054123309,812.5,829.88,134.2,34.054021472216,13.56,61.962614958725,122.27479088041,,5.73,66.458160725642
2017-02-06,128.68072814257,128.68072814257,807.64,829.23,131.84,34.015257645839,13.29,62.050657828101,122.1963278719,,5.66,65.55650156228
2017-02-03,127.48567341042,127.48567341042,810.2,821.62,132.06,35.691793136645,13.63,62.256091189979,122.05901760702,,6.52,65.076270051359
2017-02-02,126.94246671398,126.94246671398,839.95,820.13,130.98,35.207245306932,12.24,62.295221354146,121.85305220969,,6.88,65.174276482159
2017-02-01,127.15974939256,127.15974939256,832.35,818.26,130.84,34.625787911277,12.28,61.796311761014,120.85264885124,,6.6,65.37028934376
2017-01-31,119.85115020417,119.85115020417,823.48,815.24,133.23,35.023117131641,12.06,62.197395943728,120.06801876618,,6.65,64.909659118999
2017-01-30,120.12769179508,120.12769179508,830.38,820.19,130.32,35.478592091571,10.37,63.2441278352,120.21513690713,,6.98,65.40949191608
2017-01-27,120.44373932755,120.44373932755,835.77,823.83,130.98,35.207245306932,10.61,63.713689805206,120.65649132997,,6.86,65.095871337519
2017-01-26,120.43386284216,120.43386284216,839.15,845.03,132.18,35.866230355342,10.67,64.349554972923,120.49956531296,,7.42,64.351022463437
2017-01-25,120.37460392982,120.37460392982,836.52,856.98,132.78,36.360469141649,10.52,62.872391275612,119.53839345876,,7.96,65.399691273
2017-01-24,118.48819522039,118.48819522039,822.44,858.45,131.48,37.096981842812,10.35,62.295221354146,119.4501225742,,8.77,65.55650156228
2017-01-23,118.59683655968,118.59683655968,817.88,849.53,129.37,35.856539398747,10.44,62.138700697477,118.72433974552,,9.43,66.056334359361
2017-01-20,118.51782467656,118.51782467656,808.33,844.43,128.93,35.517355917948,9.91,61.590878399137,119.0479996556,,9.33,65.32128612836
2017-01-19,118.30054199798,118.30054199798,809.04,828.17,127.04,35.866230355342,9.75,61.375662496217,119.91109274917,,9.33,65.840720211601
2017-01-18,118.50794819117,118.50794819117,807.48,824.37,127.55,36.147268096575,9.77,60.945230690378,119.83262974066,,8.94,66.271948507122
2017-01-17,118.51782467656,118.51782467656,809.72,829.02,127.92,36.312014358677,9.88,61.140881511214,120.35244717201,,8.87,66.752180018043
2017-01-13,117.56968207915,117.56968207915,817.14,827.46,127.87,36.156959053169,9.82,61.17022913434,120.39167867627,,8.92,67.055999953524
2017-01-12,117.77708827233,117.77708827233,813.64,830.94,128.34,36.186031922952,10.58,61.33653233205,119.16569416836,,8.74,65.791716996201
2017-01-11,118.27091254181,118.27091254181,799.02,829.53,126.62,36.350778185054,10.76,61.248489462674,119.75416673216,,8.81,66.614971014923
2017-01-10,117.63881747687,117.63881747687,795.9,829.86,126.09,36.777180275202,11.2,61.815876843098,118.55760585244,,9.11,67.163807027404
2017-01-09,117.5202996522,117.5202996522,796.92,826.01,124.35,36.195722879546,11.44,61.258272003716,117.93970966046,,9.14,66.869787735003
2017-01-06,116.45363923011,116.45363923011,795.99,827.18,124.9,34.897134695916,11.49,61.277837085799,118.11625142959,,9.1,67.340218602844
2017-01-05,115.16969612944,115.16969612944,780.45,825.21,123.41,34.877752782727,11.32,61.473487906635,118.43991133968,,9.56,66.899189664243
2017-01-04,114.58698349145,114.58698349145,757.18,813.02,120.67,35.265391046498,11.24,60.945230690378,117.40027647698,,10.39,67.830250756846
2017-01-03,114.71537780152,114.71537780152,753.67,807.77,118.69,35.943758008096,11.43,60.945230690378,117.18450320359,,10.36,67.683241110645
,,,,808.01,116.86,34.06371242881,11.43,61.219141839549,117.32181346847,,9.72,67.291215387444
